Ticker,Company Name,Exchange ,Sector,Industry,CEO,Issue Type
ATHX,Athersys Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Gil Van Bokkelen,cs
ATAC,Atlantic Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Richard Xu,cs
ATACR,Atlantic Acquisition Corp. Right,NASDAQ Capital Market,,,,
ATACU,Atlantic Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Richard Xu,su
AAME,Atlantic American Corporation,NASDAQ Global Market,Financial Services,Insurance - Life,Hilton H. Howell,cs
ACBI,Atlantic Capital Bancshares Inc.,Nasdaq Global Select,Financial Services,Banks,Douglas L. Williams,cs
AY,Atlantica Yield plc,Nasdaq Global Select,Utilities,Utilities - Regulated,Santiago Medela Seage,cs
ATLC,Atlanticus Holdings Corporation,Nasdaq Global Select,Financial Services,Credit Services,David G. Hanna,cs
AAWW,Atlas Air Worldwide Holdings,Nasdaq Global Select,Industrials,Transportation & Logistics,William J. Flynn,cs
AFH,Atlas Financial Holdings Inc.,NASDAQ Global Market,Financial Services,Insurance - Property & Casualty,Scott Wollney,cs
AFHBL,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,NASDAQ Global Market,,,,
TEAM,Atlassian Corporation Plc,Nasdaq Global Select,Technology,Application Software,Michael Cannon-Brookes / Scott Farquhar,cs
ATNI,ATN International Inc.,Nasdaq Global Select,Communication Services,Communication Services,Michael T. Prior,cs
ATOM,Atomera Incorporated,NASDAQ Capital Market,Technology,Semiconductors,Scott A. Bibaud,cs
ATOS,Atossa Genetics Inc.,NASDAQ Capital Market,Healthcare,Medical Diagnostics & Research,Steven C. Quay,cs
ATRC,AtriCure Inc.,NASDAQ Global Market,Healthcare,Medical Instruments & Equipment,Michael H. Carrel,cs
ATRI,Atrion Corporation,Nasdaq Global Select,Healthcare,Medical Instruments & Equipment,David A. Battat,cs
ATIS,Attis Industries Inc.,NASDAQ Capital Market,Industrials,Waste Management,Jeff S. Cosman,cs
ATISW,Attis Industries Inc. Warrants,NASDAQ Capital Market,,,,
ATTU,Attunity Ltd.,NASDAQ Capital Market,Technology,Application Software,Shimon Alon,cs
LIFE,aTyr Pharma Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Sanjay Shukla,cs
AUBN,Auburn National Bancorporation Inc.,NASDAQ Global Market,Financial Services,Banks,Robert W. Dumas,cs
BOLD,Audentes Therapeutics Inc.,NASDAQ Global Market,Healthcare,Biotechnology,Matthew R. Patterson,cs
AUDC,AudioCodes Ltd.,Nasdaq Global Select,Technology,Communication Equipment,Shabtai Adlersberg,cs
AUPH,Aurinia Pharmaceuticals Inc,NASDAQ Global Market,Healthcare,Biotechnology,Richard M. Glickman,cs
EARS,Auris Medical Holding AG,NASDAQ Capital Market,Healthcare,Biotechnology,Thomas Meyer,cs
ADSK,Autodesk Inc.,Nasdaq Global Select,Technology,Application Software,Andrew Anagnost,cs
AUTL,Autolus Therapeutics plc,Nasdaq Global Select,Healthcare,Biotechnology,,cs
ADP,Automatic Data Processing Inc.,Nasdaq Global Select,Industrials,Business Services,,cs
AUTO,AutoWeb Inc.,NASDAQ Capital Market,Technology,Online Media,Jared Rowe,cs
AVDL,Avadel Pharmaceuticals plc,NASDAQ Global Market,Healthcare,Biotechnology,Michael S. Anderson,cs
ATXI,Avenue Therapeutics Inc.,NASDAQ Capital Market,Healthcare,Drug Manufacturers,Lucy Lu,cs
AVEO,AVEO Pharmaceuticals Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Michael P. Bailey,cs
AVNW,Aviat Networks Inc.,Nasdaq Global Select,Technology,Communication Equipment,Michael A. Pangia,cs
CDMO,Avid Bioservices Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,,cs
CDMOP,Avid Bioservices Inc. 10.50% Series E Convertible Preferred Stock,NASDAQ Capital Market,Healthcare,Biotechnology,,ps
AVID,Avid Technology Inc.,Nasdaq Global Select,Technology,Application Software,Jeff Rosica,cs
AVGR,Avinger Inc.,NASDAQ Capital Market,Healthcare,Medical Devices,Jeffrey M. Soinski,cs
CAR,Avis Budget Group Inc.,Nasdaq Global Select,Industrials,Consulting & Outsourcing,Larry De Shon,cs
AHPA,Avista Healthcare Public Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,David F. Burgstahler,cs
AHPAU,Avista Healthcare Public Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,David F. Burgstahler,su
AHPAW,Avista Healthcare Public Acquisition Corp. Warrants,NASDAQ Capital Market,,,,
AVT,Avnet Inc.,Nasdaq Global Select,Technology,Computer Hardware,,cs
AVRO,AVROBIO Inc.,Nasdaq Global Select,Healthcare,Biotechnology,,cs
AWRE,Aware Inc.,NASDAQ Global Market,Technology,Application Software,Kevin T. Russell,cs
ACLS,Axcelis Technologies Inc.,Nasdaq Global Select,Technology,Semiconductors,Mary G. Puma,cs
AXGN,AxoGen Inc.,NASDAQ Capital Market,Healthcare,Medical Devices,Karen Zaderej,cs
AAXN,Axon Enterprise Inc.,Nasdaq Global Select,Industrials,Aerospace & Defense,Patrick W. Smith,cs
AXON,Axovant Sciences Ltd.,Nasdaq Global Select,Healthcare,Biotechnology,Pavan Cheruvu,cs
AXSM,Axsome Therapeutics Inc.,NASDAQ Global Market,Healthcare,Biotechnology,Herriot Tabuteau,cs
AXTI,AXT Inc,Nasdaq Global Select,Technology,Semiconductors,Morris S. Young,cs
AYTU,Aytu BioScience Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,,cs
AZRX,AzurRx BioPharma Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Johan M. Spoor,cs
BCOM,B Communications Ltd.,Nasdaq Global Select,Communication Services,Communication Services,Doron Turgeman,cs
RILY,B. Riley Financial Inc.,NASDAQ Global Market,Financial Services,Asset Management,Bryant R. Riley,cs
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,NASDAQ Global Market,,,,
RILYH,,,,,,
RILYL,B. Riley Financial Inc. 7.50% Senior Notes,NASDAQ Global Market,,,,
RILYZ,B. Riley Financial Inc. 7.50% Senior Notes Due 2027,NASDAQ Global Market,,,,
BOSC,B.O.S. Better Online Solutions,NASDAQ Capital Market,Industrials,Aerospace & Defense,Yuval Viner / Eyal Cohen,cs
BIDU,Baidu Inc.,Nasdaq Global Select,Technology,Online Media,Yanhong Robin Li,cs
BCPC,Balchem Corporation,Nasdaq Global Select,Basic Materials,Chemicals,Theodore L. Harris,cs
BWINA,Baldwin & Lyons Inc. Class A (voting) Common Stock,NASDAQ Global Market,Financial Services,Insurance - Property & Casualty,William R. Birchfield,cs
BWINB,Baldwin & Lyons Inc. Class B (nonvoting) Common Stock,NASDAQ Global Market,Financial Services,Insurance - Property & Casualty,William R. Birchfield,cs
BLDP,Ballard Power Systems Inc.,NASDAQ Global Market,Industrials,Industrial Products,R Randall MacEwen,cs
BANF,BancFirst Corporation,Nasdaq Global Select,Financial Services,Banks,David R. Harlow,cs
BANFP,BancFirst Corporation 7.2% Cumulative Trust Preferred Securities,Nasdaq Global Select,Financial Services,Banks,,ps
BCTF,Bancorp 34 Inc.,NASDAQ Capital Market,Financial Services,Banks,Jill Gutierrez,cs
BAND,Bandwidth Inc.,Nasdaq Global Select,Technology,Application Software,David A. Morken,cs
BOCH,Bank of Commerce Holdings (CA),NASDAQ Global Market,Financial Services,Banks,Randall S. Eslick,cs
BMRC,Bank of Marin Bancorp,NASDAQ Capital Market,Financial Services,Banks,Russell A. Colombo,cs
BMLP,BMO Elkhorn DWA MLP Select Index Exchange Traded Notes due December 10 2036,NASDAQ Global Market,,,,
BKSC,Bank of South Carolina Corp.,NASDAQ Capital Market,Financial Services,Banks,Fleetwood S. Hassell,cs
BOTJ,Bank of the James Financial Group Inc.,NASDAQ Capital Market,Financial Services,Banks,,cs
OZRK,Bank of the Ozarks,Nasdaq Global Select,Financial Services,Banks,George Gleason,cs
BFIN,BankFinancial Corporation,Nasdaq Global Select,Financial Services,Banks,F. Morgan Gasior,cs
BWFG,Bankwell Financial Group Inc.,NASDAQ Global Market,Financial Services,Banks,Christopher Gruseke,cs
BANR,Banner Corporation,Nasdaq Global Select,Financial Services,Banks,Mark J. Grescovich,cs
BZUN,Baozun Inc.,Nasdaq Global Select,Consumer Cyclical,Retail - Apparel & Specialty,Vincent Wenbin Qiu,cs
DFVL,iPath US Treasury 5 Year Bull ETN,NASDAQ Global Market,,,,et
DFVS,iPath US Treasury 5-year Bear ETN,NASDAQ Global Market,,,,et
DLBL,iPath US Treasury Long Bond Bull ETN,NASDAQ Global Market,,,,et
DLBS,iPath US Treasury Long Bond Bear ETN,NASDAQ Global Market,,,,et
DTUL,iPath US Treasury 2 Yr Bull ETN,NASDAQ Global Market,,,,et
DTUS,iPath US Treasury 2-year Bear ETN,NASDAQ Global Market,,,,et
DTYL,iPath US Treasury 10 Year Bull ETN,NASDAQ Global Market,,,,et
DTYS,iPath US Treasury 10-year Bear ETN,NASDAQ Global Market,,,,et
FLAT,iPath US Treasury Flattener ETN,NASDAQ Global Market,,,,et
STPP,iPath US Treasury Steepener ETN,NASDAQ Global Market,,,,et
TAPR,Barclays Inverse US Treasury Composite ETN,NASDAQ Global Market,,,,
BHAC,Barington/Hilco Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Paul Abramowitz,cs
BHACR,,,,,,
BHACU,Barington/Hilco Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Paul Abramowitz,su
BHACW,,,,,,
BBSI,Barrett Business Services Inc.,Nasdaq Global Select,Industrials,Employment Services,Michael L. Elich,cs
BSET,Bassett Furniture Industries Incorporated,Nasdaq Global Select,Consumer Cyclical,Manufacturing - Apparel & Furniture,Robert H. Spilman,cs
BCML,BayCom Corp,Nasdaq Global Select,Financial Services,Banks,George J. Guarini,cs
BCBP,BCB Bancorp Inc. (NJ),NASDAQ Global Market,Financial Services,Banks,Thomas M. Coughlin,cs
BECN,Beacon Roofing Supply Inc.,Nasdaq Global Select,Basic Materials,Building Materials,Paul M. Isabella,cs
BBGI,Beasley Broadcast Group Inc.,NASDAQ Global Market,Consumer Cyclical,Entertainment,Caroline Beasley,cs
BBBY,Bed Bath & Beyond Inc.,Nasdaq Global Select,Consumer Cyclical,Retail - Apparel & Specialty,Steven H. Temares,cs
BGNE,BeiGene Ltd.,Nasdaq Global Select,Healthcare,Biotechnology,John V. Oyler,cs
BELFA,Bel Fuse Inc. Class A Common Stock,Nasdaq Global Select,Technology,Computer Hardware,Daniel Bernstein,cs
BELFB,Bel Fuse Inc. Class B Common Stock,Nasdaq Global Select,Technology,Computer Hardware,Daniel Bernstein,cs
BLPH,Bellerophon Therapeutics Inc.,NASDAQ Global Market,Healthcare,Biotechnology,Fabian Tenenbaum,cs
BLCM,Bellicum Pharmaceuticals Inc.,NASDAQ Global Market,Healthcare,Biotechnology,Richard A. Fair,cs
BNCL,Beneficial Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,Gerard P. Cuddy,cs
BNFT,Benefitfocus Inc.,NASDAQ Global Market,Technology,Application Software,Raymond A. August,cs
BNTC,Benitec Biopharma Limited,NASDAQ Capital Market,Healthcare,Drug Manufacturers,Greg West,cs
BNTCW,,,,,,
BYSI,BeyondSpring Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Lan Huang,cs
BGCP,BGC Partners Inc.,Nasdaq Global Select,Financial Services,Brokers & Exchanges,Howard W. Lutnick,cs
BGFV,Big 5 Sporting Goods Corporation,Nasdaq Global Select,Consumer Cyclical,Retail - Apparel & Specialty,Steven G. Miller,cs
BRPA,Big Rock Partners Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Richard Ackerman,cs
BRPAR,Big Rock Partners Acquisition Corp. Right,NASDAQ Capital Market,,,,
BRPAU,Big Rock Partners Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Richard Ackerman,su
BRPAW,Big Rock Partners Acquisition Corp. Warrant,NASDAQ Capital Market,,,,
BILI,Bilibili Inc.,Nasdaq Global Select,Technology,Online Media,Rui Chen,cs
BASI,Bioanalytical Systems Inc.,NASDAQ Capital Market,Healthcare,Medical Diagnostics & Research,,cs
ORPN,Bioblast Pharma Ltd.,NASDAQ Capital Market,Healthcare,Biotechnology,Fredric D. Price,cs
BIOC,Biocept Inc.,NASDAQ Capital Market,Healthcare,Medical Diagnostics & Research,Michael W. Nall,cs
BCRX,BioCryst Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Jon P. Stonehouse,cs
BDSI,BioDelivery Sciences International Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Herm Cukier,cs
BFRA,Biofrontera AG,NASDAQ Capital Market,Healthcare,Biotechnology,Hermann Lubbert,cs
BIIB,Biogen Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Michel Vounatsos,cs
BHTG,BioHiTech Global Inc.,NASDAQ Capital Market,Industrials,Industrial Products,Frank E. Celli,cs
BKYI,BIO-key International Inc.,NASDAQ Capital Market,Industrials,Consulting & Outsourcing,Michael W. Depasquale,cs
BIOL,Biolase Inc.,NASDAQ Capital Market,Healthcare,Medical Instruments & Equipment,John R. Beaver,cs
BLFS,BioLife Solutions Inc.,NASDAQ Capital Market,Healthcare,Medical Instruments & Equipment,Michael Rice,cs
BLRX,BioLineRx Ltd.,NASDAQ Capital Market,Healthcare,Biotechnology,Philip Serlin,cs
BMRN,BioMarin Pharmaceutical Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Jean-Jacques Bienaime,cs
BMRA,Biomerica Inc.,NASDAQ Capital Market,Healthcare,Medical Instruments & Equipment,Zackary S. Irani,cs
BVXV,BiondVax Pharmaceuticals Ltd.,NASDAQ Capital Market,Healthcare,Biotechnology,Ron Babecoff,cs
BVXVW,,,,,,
BPTH,Bio-Path Holdings Inc.,NASDAQ Capital Market,Healthcare,Drug Manufacturers,Peter H. Nielsen,cs
BIOS,BioScrip Inc.,Nasdaq Global Select,Healthcare,Health Care Providers,Daniel Greenleaf,cs
BSTC,BioSpecifics Technologies Corp,NASDAQ Global Market,Healthcare,Biotechnology,Thomas L. Wegman,cs
BSPM,Biostar Pharmaceuticals Inc.,NASDAQ Capital Market,Healthcare,Drug Manufacturers,,cs
TECH,Bio-Techne Corp,Nasdaq Global Select,Healthcare,Biotechnology,,cs
BEAT,BioTelemetry Inc.,Nasdaq Global Select,Healthcare,Medical Diagnostics & Research,Joseph H. Capper,cs
BTAI,BioXcel Therapeutics Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Vimal Mehta,cs
BCAC,Bison Capital Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,James Jiayuan Tong,cs
BCACR,Bison Capital Acquisition Corp. Rights,NASDAQ Capital Market,,,,
BCACU,Bison Capital Acquisition Corp. Units Consisting of 1 OS 1/2 WT and 1 RT,NASDAQ Capital Market,Industrials,Conglomerates,James Jiayuan Tong,su
BCACW,Bison Capital Acquisition Corp. Warrant,NASDAQ Capital Market,,,,
BJRI,BJ's Restaurants Inc.,Nasdaq Global Select,Consumer Cyclical,Restaurants,Gregory A. Trojan,cs
BBOX,Black Box Corporation,Nasdaq Global Select,Technology,Communication Equipment,,cs
BRAC,Black Ridge Acquisition Corp.,NASDAQ Capital Market,Industrials,Conglomerates,Ken DeCubellis,cs
BRACR,Black Ridge Acquisition Corp. Right,NASDAQ Capital Market,,,,
BRACU,Black Ridge Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,Conglomerates,Ken DeCubellis,su
BRACW,Black Ridge Acquisition Corp. Warrant,NASDAQ Capital Market,,,,
BLKB,Blackbaud Inc.,Nasdaq Global Select,Technology,Application Software,Michael P. Gianoni,cs
BL,BlackLine Inc.,Nasdaq Global Select,Technology,Application Software,Therese Tucker,cs
BKCC,BlackRock Capital Investment Corporation,Nasdaq Global Select,Financial Services,Asset Management,James E. Keenan,cs
BLNK,Blink Charging Co.,NASDAQ Capital Market,Industrials,Business Services,Michael J. Calise / Michael Farkas,cs
BLNKW,Blink Charging Co. Warrant,NASDAQ Capital Market,,,,
BLMN,Bloomin' Brands Inc.,Nasdaq Global Select,Consumer Cyclical,Restaurants,Elizabeth A. Smith,cs
BCOR,Blucora Inc.,Nasdaq Global Select,Financial Services,Asset Management,John S. Clendening,cs
BLBD,Blue Bird Corporation,NASDAQ Global Market,Consumer Cyclical,Autos,Philip Horlock,cs
BHBK,Blue Hills Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,William M. Parent,cs
BLUE,bluebird bio Inc.,Nasdaq Global Select,Healthcare,Biotechnology,Nick Leschly,cs
BKEP,Blueknight Energy Partners L.P. L.L.C.,NASDAQ Global Market,Energy,Oil & Gas - Midstream,Mark A. Hurley,cs
BKEPP,Blueknight Energy Partners L.P. L.L.C. Series A Preferred Units,NASDAQ Global Market,Energy,Oil & Gas - Midstream,Mark A. Hurley,ps
BPMC,Blueprint Medicines Corporation,Nasdaq Global Select,Healthcare,Biotechnology,Jeffrey W. Albers,cs
ITEQ,BlueStar Israel Technology,NYSE Arca,,,,
BMCH,BMC Stock Holdings Inc.,Nasdaq Global Select,Basic Materials,Building Materials,David L. Keltner,cs
BOFI,BofI Holding Inc.,Nasdaq Global Select,Financial Services,Banks,Gregory Garrabrants,cs
BOFIL,BofI Holding Inc. 6.25% Subordinated Notes Due 2026,Nasdaq Global Select,,,,
WIFI,Boingo Wireless Inc.,Nasdaq Global Select,Communication Services,Communication Services,David Hagan,cs
BOJA,Bojangles' Inc.,Nasdaq Global Select,Consumer Cyclical,Restaurants,James R. Kibler,cs
BOKF,BOK Financial Corporation,Nasdaq Global Select,Financial Services,Banks,Steven G. Bradshaw,cs
BOKFL,BOK Financial Corporation 5.375% Subordinated Notes due 2056,Nasdaq Global Select,,,,
BNSO,Bonso Electronics International Inc.,NASDAQ Capital Market,Technology,Computer Hardware,Anthony So,cs
BKNG,Booking Holdings Inc.,Nasdaq Global Select,Consumer Cyclical,Travel & Leisure,Glenn Fogel,cs
BRQS,Borqs Technologies Inc.,NASDAQ Capital Market,Technology,Application Software,,cs
BOMN,Boston Omaha Corporation,NASDAQ Capital Market,Industrials,Conglomerates,Adam K. Peterson / Alex B. Rozek,cs
BPFH,Boston Private Financial Holdings Inc.,Nasdaq Global Select,Financial Services,Banks,Clayton Deutsch,cs
BPFHW,Boston Private Financial Holdings Inc. Warrants to purchase 1 share of common stock @ $8.00/share,Nasdaq Global Select,Financial Services,Banks,Clayton Deutsch,
EPAY,Bottomline Technologies Inc.,Nasdaq Global Select,Technology,Application Software,Robert A. Eberle,cs
BOXL,Boxlight Corporation,NASDAQ Capital Market,Technology,Communication Equipment,Mark Elliott,cs
BCLI,Brainstorm Cell Therapeutics Inc.,NASDAQ Capital Market,Healthcare,Biotechnology,Chaim Lebovits,cs
BVNSC,Brandes Investment Trust,NASDAQ Global Market,,,,
BDGE,Bridge Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,Kevin M. O'Connor,cs
BLIN,Bridgeline Digital Inc.,NASDAQ Capital Market,Technology,Application Software,Roger Kahn,cs
BWB,Bridgewater Bancshares Inc.,NASDAQ Capital Market,Financial Services,Banks,Jerry Baack,cs
BRID,Bridgford Foods Corporation,NASDAQ Global Market,Consumer Defensive,Consumer Packaged Goods,William L. Bridgford,cs
BCOV,Brightcove Inc.,Nasdaq Global Select,Technology,Application Software,Hugh Jefferson Ray,cs
BHF,Brighthouse Financial Inc.,Nasdaq Global Select,Financial Services,Insurance - Life,Eric Steigerwalt,cs
AVGO,Broadcom Inc.,Nasdaq Global Select,Technology,Semiconductors,Hock E. Tan,cs
BVSN,BroadVision Inc.,NASDAQ Capital Market,Technology,Application Software,Pehong Chen,cs
BYFC,Broadway Financial Corporation,NASDAQ Capital Market,Financial Services,Banks,Wayne-Kent A. Bradshaw,cs
BWEN,Broadwind Energy Inc.,NASDAQ Capital Market,Industrials,Industrial Products,Stephanie K. Kushner,cs
BPY,Brookfield Property Partners L.P.,Nasdaq Global Select,Real Estate,Real Estate Services,Brian William Kingston,cs
BRKL,Brookline Bancorp Inc.,Nasdaq Global Select,Financial Services,Banks,Paul A. Perrault,cs
BRKS,Brooks Automation Inc.,Nasdaq Global Select,Technology,Semiconductors,Stephen S. Schwartz,cs
BRKR,Bruker Corporation,Nasdaq Global Select,Healthcare,Medical Diagnostics & Research,Frank H. Laukien,cs
BMTC,Bryn Mawr Bank Corporation,Nasdaq Global Select,Financial Services,Banks,Francis J. Leto,cs
BLMT,BSB Bancorp Inc.,NASDAQ Capital Market,Financial Services,Banks,Robert M. Mahoney,cs
BSQR,BSQUARE Corporation,NASDAQ Global Market,Technology,Application Software,Kevin T. Walsh,cs
BLDR,Builders FirstSource Inc.,Nasdaq Global Select,Basic Materials,Building Materials,M. Chad Crow,cs
BFST,Business First Bancshares Inc.,Nasdaq Global Select,Financial Services,Banks,David R. Melville,cs
CFFI,C&F Financial Corporation,Nasdaq Global Select,Financial Services,Banks,Larry G. Dillon,cs
CHRW,C.H. Robinson Worldwide Inc.,Nasdaq Global Select,Industrials,Transportation & Logistics,John P. Wiehoff,cs
CA,CA Inc.,Nasdaq Global Select,Technology,Application Software,Michael Gregoire,cs
CCMP,Cabot Microelectronics Corporation,Nasdaq Global Select,Technology,Semiconductors,David H. Li,cs
